;DAY_DATE;ISIN;TRADING_CURRENCY_CODE;SUM(NUMBER_OF_TRADES);SUM(TURNOVER_CHF)
2947430;2015-05-13;CH0012255151;CHF;4166;66277250.1
2873460;2015-05-15;CH0012255151;CHF;5996;131106043.3
86373;2015-05-18;CH0012255151;CHF;5930;117311609.4
1960537;2015-05-19;CH0012255151;CHF;5247;104380034.2
3638635;2015-05-20;CH0012255151;CHF;2748;47814418.7
973400;2015-05-21;CH0012255151;CHF;3038;51098119.6
5314066;2015-05-22;CH0012255151;CHF;6640;142425831.4
2306209;2015-05-26;CH0012255151;CHF;7511;142089786.4
5387947;2015-05-27;CH0012255151;CHF;8175;156044742.9
5535704;2015-05-28;CH0012255151;CHF;6322;105902287.9
2355918;2015-05-29;CH0012255151;CHF;5767;109970403.4
4155476;2015-06-01;CH0012255151;CHF;5944;106157000.3
5585140;2015-06-02;CH0012255151;CHF;3956;63688859.3
1985057;2015-06-03;CH0012255151;CHF;4867;102243354.2
3589202;2015-06-04;CH0012255151;CHF;5120;73473351.7
5832040;2015-06-05;CH0012255151;CHF;3783;60111834.3
4623304;2015-06-08;CH0012255151;CHF;4108;69318006.5
4623305;2015-06-09;CH0012255151;CHF;4728;87078435.9
4204770;2015-06-10;CH0012255151;CHF;5748;106688925.2
1097160;2015-06-11;CH0012255151;CHF;5206;76907151.6
529486;2015-06-12;CH0012255151;CHF;4635;78886198.6
874751;2015-06-15;CH0012255151;CHF;3467;57270123.2
603392;2015-06-16;CH0012255151;CHF;3972;63888021.5
2281366;2015-06-17;CH0012255151;CHF;3377;60428944.7
3736973;2015-06-18;CH0012255151;CHF;3731;75941545.7
5906149;2015-06-19;CH0012255151;CHF;3747;103039761.9
5708357;2015-06-22;CH0012255151;CHF;3507;69202990.9
4056968;2015-06-23;CH0012255151;CHF;4360;77461702.9
3834969;2015-06-24;CH0012255151;CHF;4245;74752503.9
6029466;2015-06-25;CH0012255151;CHF;2996;50699328.6
973404;2015-06-26;CH0012255151;CHF;3834;59669044.1
2799772;2015-06-29;CH0012255151;CHF;4472;76629522.6
4401479;2015-06-30;CH0012255151;CHF;4987;96248424.9
185065;2015-07-01;CH0012255151;CHF;4839;73738261.9
6153042;2015-07-02;CH0012255151;CHF;3149;52379244.6
1343439;2015-07-03;CH0012255151;CHF;3545;63619358.1
2059388;2015-07-06;CH0012255151;CHF;3571;63120703.1
61712;2015-07-07;CH0012255151;CHF;5299;105602987.5
652820;2015-07-08;CH0012255151;CHF;6036;111408473.4
1269705;2015-07-09;CH0012255151;CHF;5591;105852248.9
357413;2015-07-10;CH0012255151;CHF;6258;100948794.1
5980053;2015-07-13;CH0012255151;CHF;5334;94401353.9
5215223;2015-07-14;CH0012255151;CHF;4198;73410963.1
1467422;2015-07-15;CH0012255151;CHF;4030;65830067.9
406476;2015-07-16;CH0012255151;CHF;10051;210975941.0
4204774;2015-07-17;CH0012255151;CHF;6745;133896416.2
135490;2015-07-20;CH0012255151;CHF;3526;57296781.8
2676515;2015-07-21;CH0012255151;CHF;4778;84840878.7
430879;2015-07-22;CH0012255151;CHF;4047;70412879.6
2676516;2015-07-23;CH0012255151;CHF;3412;66251373.8
2157984;2015-07-24;CH0012255151;CHF;3785;84647779.6
578998;2015-07-27;CH0012255151;CHF;3648;78362616.3
3958286;2015-07-28;CH0012255151;CHF;3616;71095458.4
4426060;2015-07-29;CH0012255151;CHF;3576;72720037.8
1467425;2015-07-30;CH0012255151;CHF;3708;62332842.0
5043035;2015-07-31;CH0012255151;CHF;4619;86706496.1
1368442;2015-08-03;CH0012255151;CHF;3140;59460980.4
5980055;2015-08-04;CH0012255151;CHF;4234;93284333.9
4007669;2015-08-05;CH0012255151;CHF;6809;131560872.0
6177844;2015-08-06;CH0012255151;CHF;3877;75840767.5
4796603;2015-08-07;CH0012255151;CHF;2724;50412129.7
3515454;2015-08-10;CH0012255151;CHF;3448;53701065.6
332910;2015-08-11;CH0012255151;CHF;7335;166207048.6
603396;2015-08-12;CH0012255151;CHF;7746;178655832.9
6202400;2015-08-13;CH0012255151;CHF;3349;77423750.5
135495;2015-08-14;CH0012255151;CHF;2994;53427295.8
5043037;2015-08-17;CH0012255151;CHF;2240;42095922.4
5634310;2015-08-18;CH0012255151;CHF;2993;68197943.6
3071051;2015-08-19;CH0012255151;CHF;5044;99582887.8
5856932;2015-08-20;CH0012255151;CHF;4838;91043200.9
4672936;2015-08-21;CH0012255151;CHF;5095;107712093.6
4130881;2015-08-24;CH0012255151;CHF;10080;169264374.0
1047508;2015-08-25;CH0012255151;CHF;7832;130336309.7
234337;2015-08-26;CH0012255151;CHF;4740;77396362.6
1615586;2015-08-27;CH0012255151;CHF;5178;88672243.9
1393139;2015-08-28;CH0012255151;CHF;4773;84447637.0
2725616;2015-08-31;CH0012255151;CHF;3532;58404657.8
3663180;2015-09-01;CH0012255151;CHF;4999;86392802.0
5980058;2015-09-02;CH0012255151;CHF;4230;77032595.5
1121705;2015-09-03;CH0012255151;CHF;3510;59041901.3
4352544;2015-09-04;CH0012255151;CHF;4351;65624590.4
3071054;2015-09-07;CH0012255151;CHF;2466;33138605.8
702094;2015-09-08;CH0012255151;CHF;3456;66506702.5
5387954;2015-09-09;CH0012255151;CHF;2873;53278559.9
2034477;2015-09-10;CH0012255151;CHF;5051;89117063.7
36952;2015-09-11;CH0012255151;CHF;3343;64654913.9
3534035;2015-09-14;CH0012255151;CHF;5932;105780256.6
3755519;2015-09-15;CH0012255151;CHF;4138;74385301.4
3583217;2015-09-16;CH0012255151;CHF;5643;107704452.1
1559937;2015-09-17;CH0012255151;CHF;4489;75273552.6
991943;2015-09-18;CH0012255151;CHF;6450;141551126.7
1091103;2015-09-21;CH0012255151;CHF;4378;81179708.1
2325178;2015-09-22;CH0012255151;CHF;5207;89333354.6
1535214;2015-09-23;CH0012255151;CHF;5667;78625262.8
1659212;2015-09-24;CH0012255151;CHF;6717;114494874.7
5974038;2015-09-25;CH0012255151;CHF;6008;89823103.7
2102883;2015-09-28;CH0012255151;CHF;4491;54873144.5
3681896;2015-09-29;CH0012255151;CHF;5245;65201536.6
5406556;2015-09-30;CH0012255151;CHF;6017;77592126.8
3755572;2015-10-01;CH0012255151;CHF;4989;69216913.1
1411792;2015-10-02;CH0012255151;CHF;5300;77794164.6
4666933;2015-10-05;CH0012255151;CHF;5958;95119262.7
5061932;2015-10-06;CH0012255151;CHF;7857;115799460.4
5998891;2015-10-07;CH0012255151;CHF;7133;104952211.0
2102910;2015-10-08;CH0012255151;CHF;5787;75465593.1
4001643;2015-10-09;CH0012255151;CHF;5827;103616267.7
5554466;2015-10-12;CH0012255151;CHF;3892;62240019.9
3484762;2015-10-13;CH0012255151;CHF;5457;79183549.4
6023312;2015-10-14;CH0012255151;CHF;4757;72126408.1
1016778;2015-10-15;CH0012255151;CHF;5027;83843601.1
228438;2015-10-16;CH0012255151;CHF;7956;135461686.1
1016784;2015-10-19;CH0012255151;CHF;4427;81146598.5
2670597;2015-10-20;CH0012255151;CHF;7225;110196997.3
5283253;2015-10-21;CH0012255151;CHF;5615;99842694.7
2892099;2015-10-22;CH0012255151;CHF;5611;127111024.0
2226041;2015-10-23;CH0012255151;CHF;6826;109838006.6
3484793;2015-10-26;CH0012255151;CHF;2882;45823151.8
179166;2015-10-27;CH0012255151;CHF;4543;74189649.3
1239246;2015-10-28;CH0012255151;CHF;4927;73072251.3
597526;2015-10-29;CH0012255151;CHF;4581;68164518.5
2448479;2015-10-30;CH0012255151;CHF;4210;68291109.2
2176486;2015-11-02;CH0012255151;CHF;4657;73756263.7
3558986;2015-11-03;CH0012255151;CHF;2971;43962851.3
3509608;2015-11-04;CH0012255151;CHF;6367;119842952.1
3657340;2015-11-05;CH0012255151;CHF;3981;60917522.5
3780345;2015-11-06;CH0012255151;CHF;9819;175364774.0
1807090;2015-11-09;CH0012255151;CHF;3871;61825695.7
2719800;2015-11-10;CH0012255151;CHF;7555;129030070.9
4815416;2015-11-11;CH0012255151;CHF;5556;86029126.6
5431347;2015-11-12;CH0012255151;CHF;4011;55942682.1
4987783;2015-11-13;CH0012255151;CHF;8436;139503077.4
2028569;2015-11-16;CH0012255151;CHF;7274;108098682.7
1313126;2015-11-17;CH0012255151;CHF;6210;105008185.6
3583372;2015-11-18;CH0012255151;CHF;5432;79591677.9
4223623;2015-11-19;CH0012255151;CHF;6426;91384949.2
3410737;2015-11-20;CH0012255151;CHF;5211;86368007.1
3089724;2015-11-23;CH0012255151;CHF;7015;101954209.2
1239317;2015-11-24;CH0012255151;CHF;7202;105872764.9
2818535;2015-11-25;CH0012255151;CHF;5950;80350654.3
1880997;2015-11-26;CH0012255151;CHF;3968;53476648.4
2423815;2015-11-27;CH0012255151;CHF;4446;71829708.0
2719848;2015-11-30;CH0012255151;CHF;4068;75611953.2
4223662;2015-12-01;CH0012255151;CHF;4391;72620509.4
5653075;2015-12-02;CH0012255151;CHF;4063;61188685.5
3706527;2015-12-03;CH0012255151;CHF;7439;111943372.5
4100497;2015-12-04;CH0012255151;CHF;5657;75615418.6
1930362;2015-12-07;CH0012255151;CHF;3191;45579176.1
5111185;2015-12-08;CH0012255151;CHF;6385;106241467.5
1659441;2015-12-09;CH0012255151;CHF;8945;143226495.9
4913915;2015-12-10;CH0012255151;CHF;4892;66673457.3
2078171;2015-12-11;CH0012255151;CHF;9772;170613302.4
5702681;2015-12-14;CH0012255151;CHF;5544;81162526.2
5653114;2015-12-15;CH0012255151;CHF;7704;106876808.9
5851053;2015-12-16;CH0012255151;CHF;6149;95555422.1
5851063;2015-12-17;CH0012255151;CHF;5895;89203108.0
4889095;2015-12-18;CH0012255151;CHF;6121;117349927.1
1461537;2015-12-21;CH0012255151;CHF;3278;53678436.3
2571848;2015-12-22;CH0012255151;CHF;4955;75152210.4
5801294;2015-12-23;CH0012255151;CHF;3583;56006087.5
5505191;2015-12-28;CH0012255151;CHF;2600;34400697.4
4346907;2015-12-29;CH0012255151;CHF;4220;56921087.1
1016973;2015-12-30;CH0012255151;CHF;2683;41843184.3
992234;2016-01-04;CH0012255151;CHF;7846;111046329.1
1190135;2016-01-05;CH0012255151;CHF;5912;82480983.4
1486316;2016-01-06;CH0012255151;CHF;6966;106094601.4
4766251;2016-01-07;CH0012255151;CHF;10073;139948035.8
2103148;2016-01-08;CH0012255151;CHF;5985;81429624.7
6310881;2016-01-11;CH0012255151;CHF;7276;99589596.4
2201425;2016-01-12;CH0012255151;CHF;6119;84861681.2
671866;2016-01-13;CH0012255151;CHF;5266;77956225.2
4445156;2016-01-14;CH0012255151;CHF;10641;167637470.4
4346960;2016-01-15;CH0012255151;CHF;7424;122457807.2
2226280;2016-01-18;CH0012255151;CHF;5071;69621251.5
4790916;2016-01-19;CH0012255151;CHF;6531;93067311.2
5037320;2016-01-20;CH0012255151;CHF;7924;99105025.2
3657547;2016-01-21;CH0012255151;CHF;7075;96216346.9
5900453;2016-01-22;CH0012255151;CHF;6157;81071806.9
3903429;2016-01-25;CH0012255151;CHF;4981;69091207.1
2473314;2016-01-26;CH0012255151;CHF;7446;113164994.3
4395902;2016-01-27;CH0012255151;CHF;5608;76184477.1
4716920;2016-01-28;CH0012255151;CHF;7524;107389970.8
2621331;2016-01-29;CH0012255151;CHF;7202;111188080.3
3361362;2016-02-01;CH0012255151;CHF;7098;93643773.8
3583547;2016-02-02;CH0012255151;CHF;6026;85305834.2
400842;2016-02-03;CH0012255151;CHF;13291;201518027.3
2966450;2016-02-04;CH0012255151;CHF;8852;121674261.9
2818727;2016-02-05;CH0012255151;CHF;11556;176259846.3
4469868;2016-02-08;CH0012255151;CHF;9247;139824910.9
3853846;2016-02-09;CH0012255151;CHF;8533;141412698.9
4248564;2016-02-10;CH0012255151;CHF;9635;136211432.6
770827;2016-02-11;CH0012255151;CHF;9812;121994058.2
129906;2016-02-12;CH0012255151;CHF;7969;123370771.6
795647;2016-02-15;CH0012255151;CHF;6586;105482768.4
351873;2016-02-16;CH0012255151;CHF;7360;87912310.2
376370;2016-02-17;CH0012255151;CHF;10629;168282600.4
1140716;2016-02-18;CH0012255151;CHF;7321;109983854.6
3928215;2016-02-19;CH0012255151;CHF;5115;88876890.1
4051459;2016-02-22;CH0012255151;CHF;4288;73622827.4
277812;2016-02-23;CH0012255151;CHF;5926;83362177.2
3583619;2016-02-24;CH0012255151;CHF;5693;75440004.4
1708905;2016-02-25;CH0012255151;CHF;7329;106790227.2
3435678;2016-02-26;CH0012255151;CHF;4857;72773402.4
1215017;2016-02-29;CH0012255151;CHF;3809;60805039.7
4174379;2016-03-01;CH0012255151;CHF;4326;64397756.2
3509900;2016-03-02;CH0012255151;CHF;5810;89874981.7
4026870;2016-03-03;CH0012255151;CHF;3993;52043767.9
5530082;2016-03-04;CH0012255151;CHF;4586;75919118.6
943270;2016-03-07;CH0012255151;CHF;5332;108180569.6
647246;2016-03-08;CH0012255151;CHF;6181;99826533.7
154808;2016-03-09;CH0012255151;CHF;5351;74007797.5
2966547;2016-03-10;CH0012255151;CHF;7390;125261203.8
5480887;2016-03-11;CH0012255151;CHF;10822;172305398.1
5999312;2016-03-14;CH0012255151;CHF;5760;82253584.4
3287790;2016-03-15;CH0012255151;CHF;5100;87749160.5
2325717;2016-03-16;CH0012255151;CHF;4898;64015456.9
795732;2016-03-17;CH0012255151;CHF;5642;83299901.1
5357840;2016-03-18;CH0012255151;CHF;5092;125078380.4
548645;2016-03-21;CH0012255151;CHF;5469;82402079.5
2744805;2016-03-22;CH0012255151;CHF;5565;75130031.1
3015813;2016-03-23;CH0012255151;CHF;3078;41376550.0
499630;2016-03-24;CH0012255151;CHF;4499;68060233.4
4371751;2016-03-29;CH0012255151;CHF;5436;62288586.0
2547181;2016-03-30;CH0012255151;CHF;5601;84023372.9
5851327;2016-03-31;CH0012255151;CHF;5219;72614915.4
2572103;2016-04-01;CH0012255151;CHF;6936;90351738.0
6147468;2016-04-04;CH0012255151;CHF;3951;53366521.7
154879;2016-04-05;CH0012255151;CHF;4588;66045834.2
6147480;2016-04-06;CH0012255151;CHF;4864;73156706.9
4248706;2016-04-07;CH0012255151;CHF;5127;72805546.9
3583740;2016-04-08;CH0012255151;CHF;3848;52764225.7
3952865;2016-04-11;CH0012255151;CHF;4196;52351444.3
5087098;2016-04-12;CH0012255151;CHF;8257;109795858.3
5752326;2016-04-13;CH0012255151;CHF;7438;111844280.5
5702987;2016-04-14;CH0012255151;CHF;5034;63163466.8
2966623;2016-04-15;CH0012255151;CHF;3286;51934840.5
1634765;2016-04-18;CH0012255151;CHF;2640;39142551.2
5308668;2016-04-19;CH0012255151;CHF;5049;73105451.8
6023857;2016-04-20;CH0012255151;CHF;3392;50095573.8
4002166;2016-04-21;CH0012255151;CHF;7205;117379679.3
672157;2016-04-22;CH0012255151;CHF;6082;75082538.5
1684564;2016-04-25;CH0012255151;CHF;3589;50444243.7
6098124;2016-04-26;CH0012255151;CHF;4022;71259664.5
869321;2016-04-27;CH0012255151;CHF;2431;35414142.9
2325833;2016-04-28;CH0012255151;CHF;2615;39497013.0
918712;2016-04-29;CH0012255151;CHF;4088;56406586.2
2572201;2016-05-02;CH0012255151;CHF;2928;39555640.9
844851;2016-05-03;CH0012255151;CHF;4494;62590145.1
4322540;2016-05-04;CH0012255151;CHF;2797;42473077.4
228972;2016-05-06;CH0012255151;CHF;4725;68846418.1
6147555;2016-05-09;CH0012255151;CHF;3001;45589494.9
598027;2016-05-10;CH0012255151;CHF;5533;86522600.4
3114928;2016-05-11;CH0012255151;CHF;4711;73688847.5
2720289;2016-05-12;CH0012255151;CHF;5460;90179179.9
3213609;2016-05-13;CH0012255151;CHF;8486;127573926.7
5333282;2016-05-17;CH0012255151;CHF;7511;110887874.7
5530236;2016-05-18;CH0012255151;CHF;4598;74272707.5
5382661;2016-05-19;CH0012255151;CHF;4511;63472620.4
5777014;2016-05-20;CH0012255151;CHF;9198;157937671.3
2769761;2016-05-23;CH0012255151;CHF;10348;155482182.7
5876178;2016-05-24;CH0012255151;CHF;7956;112109883.0
2078601;2016-05-25;CH0012255151;CHF;4706;67819506.9
5087203;2016-05-26;CH0012255151;CHF;5204;77876959.9
1165475;2016-05-27;CH0012255151;CHF;4389;62535683.1
155020;2016-05-30;CH0012255151;CHF;2411;35673796.1
3608579;2016-05-31;CH0012255151;CHF;3662;68060335.2
5653541;2016-06-01;CH0012255151;CHF;3926;53111463.7
2201803;2016-06-02;CH0012255151;CHF;4119;56944074.5
6073612;2016-06-03;CH0012255151;CHF;3263;45775251.3
1116331;2016-06-06;CH0012255151;CHF;3888;55131287.5
4741916;2016-06-07;CH0012255151;CHF;5640;93354752.9
3040975;2016-06-08;CH0012255151;CHF;6102;88942681.7
3559578;2016-06-09;CH0012255151;CHF;4050;55157240.8
4150227;2016-06-10;CH0012255151;CHF;4737;70609720.5
524180;2016-06-13;CH0012255151;CHF;3788;52825544.5
3312675;2016-06-14;CH0012255151;CHF;5829;102398211.5
401173;2016-06-15;CH0012255151;CHF;3897;60961742.7
1141032;2016-06-16;CH0012255151;CHF;4233;58411093.0
2053945;2016-06-17;CH0012255151;CHF;4176;92065347.1
2843740;2016-06-20;CH0012255151;CHF;3867;57230695.5
1832393;2016-06-21;CH0012255151;CHF;4768;67010773.2
5703130;2016-06-22;CH0012255151;CHF;3922;52571759.7
2769840;2016-06-23;CH0012255151;CHF;3961;57075435.0
3361712;2016-06-24;CH0012255151;CHF;10428;158908526.8
2917472;2016-06-27;CH0012255151;CHF;7057;89548188.4
2991335;2016-06-28;CH0012255151;CHF;6480;92922320.5
5037721;2016-06-29;CH0012255151;CHF;6066;91076406.6
2522732;2016-06-30;CH0012255151;CHF;3890;59147962.1
5481181;2016-07-01;CH0012255151;CHF;3809;44724290.2
4692368;2016-07-04;CH0012255151;CHF;2916;39566637.8
1955314;2016-07-05;CH0012255151;CHF;3835;55469975.4
2350752;2016-07-06;CH0012255151;CHF;4745;63985700.3
3312754;2016-07-07;CH0012255151;CHF;4620;64192270.5
3263585;2016-07-08;CH0012255151;CHF;3815;55092379.5
2547439;2016-07-11;CH0012255151;CHF;4380;61468837.7
3312760;2016-07-12;CH0012255151;CHF;5018;71535139.2
1535976;2016-07-13;CH0012255151;CHF;3778;48190635.0
5826833;2016-07-14;CH0012255151;CHF;4529;65327226.4
3115096;2016-07-15;CH0012255151;CHF;21107;335529527.2
3781033;2016-07-18;CH0012255151;CHF;7193;100838561.0
4027194;2016-07-19;CH0012255151;CHF;5605;74378348.4
5950135;2016-07-20;CH0012255151;CHF;6216;98743869.5
2745133;2016-07-21;CH0012255151;CHF;12581;179325399.3
1832490;2016-07-22;CH0012255151;CHF;9195;148215259.8
1857002;2016-07-25;CH0012255151;CHF;4762;66201125.6
1462074;2016-07-26;CH0012255151;CHF;6138;99665245.2
4125735;2016-07-27;CH0012255151;CHF;6267;92057843.6
4988411;2016-07-28;CH0012255151;CHF;4916;66878193.7
4273457;2016-07-29;CH0012255151;CHF;4518;64313745.8
1807783;2016-08-02;CH0012255151;CHF;7118;105532837.3
2399924;2016-08-03;CH0012255151;CHF;5736;71531749.2
4816081;2016-08-04;CH0012255151;CHF;6219;77791874.5
6123047;2016-08-05;CH0012255151;CHF;4277;60422715.9
549010;2016-08-08;CH0012255151;CHF;3105;39968919.6
3977843;2016-08-09;CH0012255151;CHF;3746;57832416.5
3189054;2016-08-10;CH0012255151;CHF;6476;114114622.0
3534886;2016-08-11;CH0012255151;CHF;3715;55982286.4
4816097;2016-08-12;CH0012255151;CHF;5720;92998885.5
5432056;2016-08-15;CH0012255151;CHF;3059;48342906.6
3584064;2016-08-16;CH0012255151;CHF;3436;49887472.3
1783104;2016-08-17;CH0012255151;CHF;4009;57021818.7
5826914;2016-08-18;CH0012255151;CHF;4294;73901217.2
1486929;2016-08-19;CH0012255151;CHF;3010;50669762.9
1387924;2016-08-22;CH0012255151;CHF;3169;48288525.2
3164468;2016-08-23;CH0012255151;CHF;4405;69559184.2
2695788;2016-08-24;CH0012255151;CHF;4393;69686422.0
4347542;2016-08-25;CH0012255151;CHF;4212;64144229.6
4865217;2016-08-26;CH0012255151;CHF;4391;53665928.5
5407379;2016-08-29;CH0012255151;CHF;2348;33552402.6
1709366;2016-08-30;CH0012255151;CHF;2867;41492855.4
4643022;2016-08-31;CH0012255151;CHF;4381;58484690.2
3436121;2016-09-01;CH0012255151;CHF;3948;58469656.8
6098461;2016-09-02;CH0012255151;CHF;3281;49863249.9
2794540;2016-09-05;CH0012255151;CHF;3136;48321355.6
4494784;2016-09-06;CH0012255151;CHF;4057;73988240.1
3756499;2016-09-07;CH0012255151;CHF;5201;74597544.5
4199601;2016-09-08;CH0012255151;CHF;3992;57852776.8
4249067;2016-09-09;CH0012255151;CHF;3569;52595373.6
1709395;2016-09-12;CH0012255151;CHF;4533;64610441.9
3238765;2016-09-13;CH0012255151;CHF;5052;73575717.1
2004791;2016-09-14;CH0012255151;CHF;5921;100002783.9
943718;2016-09-15;CH0012255151;CHF;4296;71751294.0
303136;2016-09-16;CH0012255151;CHF;3815;86683036.9
5555384;2016-09-19;CH0012255151;CHF;2905;47629765.5
2276359;2016-09-20;CH0012255151;CHF;5817;98071886.7
5333596;2016-09-21;CH0012255151;CHF;4105;72005816.2
5505854;2016-09-22;CH0012255151;CHF;5400;95953366.3
4519253;2016-09-23;CH0012255151;CHF;3068;46700442.3
4273582;2016-09-26;CH0012255151;CHF;2796;42326468.1
2967013;2016-09-27;CH0012255151;CHF;2756;41404508.8
105942;2016-09-28;CH0012255151;CHF;3556;60877165.7
5505870;2016-09-29;CH0012255151;CHF;2976;44847941.0
4347614;2016-09-30;CH0012255151;CHF;2969;47232340.7
771393;2016-10-03;CH0012255151;CHF;2905;41881477.8
919082;2016-10-04;CH0012255151;CHF;3500;48859970.2
5974988;2016-10-05;CH0012255151;CHF;2840;47050773.5
3608918;2016-10-06;CH0012255151;CHF;4003;59241758.8
6172803;2016-10-07;CH0012255151;CHF;3201;42794327.4
5801980;2016-10-10;CH0012255151;CHF;2916;45509528.6
4643124;2016-10-11;CH0012255151;CHF;9173;167346475.1
5432197;2016-10-12;CH0012255151;CHF;5703;81102354.9
2547680;2016-10-13;CH0012255151;CHF;11392;207430619.5
2819331;2016-10-14;CH0012255151;CHF;9488;171937225.5
4667845;2016-10-17;CH0012255151;CHF;5522;123057834.8
352454;2016-10-18;CH0012255151;CHF;6370;91639029.3
3288317;2016-10-19;CH0012255151;CHF;6031;91198674.1
992958;2016-10-20;CH0012255151;CHF;6875;109530046.0
1955578;2016-10-21;CH0012255151;CHF;3296;51408082.0
3411616;2016-10-24;CH0012255151;CHF;4672;77232994.8
2794642;2016-10-25;CH0012255151;CHF;4686;82331875.8
1660195;2016-10-26;CH0012255151;CHF;4505;69542442.0
5210162;2016-10-27;CH0012255151;CHF;4500;66544255.6
2770144;2016-10-28;CH0012255151;CHF;4621;67956551.9
4052068;2016-10-31;CH0012255151;CHF;6010;102073582.3
204730;2016-11-01;CH0012255151;CHF;3457;53624583.6
3362036;2016-11-02;CH0012255151;CHF;3828;64043138.2
4396611;2016-11-03;CH0012255151;CHF;3849;59604823.3
1783305;2016-11-04;CH0012255151;CHF;9121;139656198.7
2523047;2016-11-07;CH0012255151;CHF;6777;105157794.6
5802064;2016-11-08;CH0012255151;CHF;3668;54475760.4
5926022;2016-11-09;CH0012255151;CHF;5954;94803030.7
4445888;2016-11-10;CH0012255151;CHF;6890;111059277.3
2351077;2016-11-11;CH0012255151;CHF;5328;88934176.0
5851915;2016-11-14;CH0012255151;CHF;5038;75738001.5
4767047;2016-11-15;CH0012255151;CHF;3485;47479584.5
3411683;2016-11-16;CH0012255151;CHF;3284;47926031.6
5038067;2016-11-17;CH0012255151;CHF;4439;68142792.8
3756691;2016-11-18;CH0012255151;CHF;3191;48247985.9
549258;2016-11-21;CH0012255151;CHF;2995;42458850.7
2079079;2016-11-22;CH0012255151;CHF;6866;104014816.7
4347755;2016-11-23;CH0012255151;CHF;4584;60802148.8
3337770;2016-11-24;CH0012255151;CHF;2804;44888604.6
106083;2016-11-25;CH0012255151;CHF;2365;29886360.9
1116768;2016-11-28;CH0012255151;CHF;3369;44123921.7
4914802;2016-11-29;CH0012255151;CHF;4888;73358815.7
4816351;2016-11-30;CH0012255151;CHF;4979;76876890.5
1165969;2016-12-01;CH0012255151;CHF;4151;60472249.0
6222126;2016-12-02;CH0012255151;CHF;2983;38285350.4
2301240;2016-12-05;CH0012255151;CHF;9138;148082081.4
5013242;2016-12-06;CH0012255151;CHF;5877;89582047.5
4249297;2016-12-07;CH0012255151;CHF;7698;136128969.6
1906721;2016-12-08;CH0012255151;CHF;5772;87348160.5
5333804;2016-12-09;CH0012255151;CHF;4568;68263910.8
3436384;2016-12-12;CH0012255151;CHF;3886;61850035.2
796372;2016-12-13;CH0012255151;CHF;5147;79309978.2
3090702;2016-12-14;CH0012255151;CHF;4361;62226980.3
2227090;2016-12-15;CH0012255151;CHF;7860;124255051.7
2202306;2016-12-16;CH0012255151;CHF;4948;106354801.3
2351179;2016-12-19;CH0012255151;CHF;3199;46647052.3
3386863;2016-12-20;CH0012255151;CHF;7406;108425075.4
2991734;2016-12-21;CH0012255151;CHF;3604;48467338.3
2671721;2016-12-22;CH0012255151;CHF;3185;45638586.7
3633866;2016-12-23;CH0012255151;CHF;2492;31693212.1
5777621;2016-12-27;CH0012255151;CHF;1501;19117078.4
1882016;2016-12-28;CH0012255151;CHF;2259;32259277.9
5112190;2016-12-29;CH0012255151;CHF;1979;25091706.3
6253714;2016-12-30;CH0012255151;CHF;2720;33136164.9
4890051;2017-01-03;CH0012255151;CHF;3804;56834660.0
1734356;2017-01-04;CH0012255151;CHF;4384;63343502.2
3756867;2017-01-05;CH0012255151;CHF;5873;82751941.7
5259808;2017-01-06;CH0012255151;CHF;4096;60402431.1
1388311;2017-01-09;CH0012255151;CHF;3402;64439289.1
648079;2017-01-10;CH0012255151;CHF;8142;125256085.6
2844296;2017-01-11;CH0012255151;CHF;6026;94612355.8
2572878;2017-01-12;CH0012255151;CHF;20935;365086180.5
4027720;2017-01-13;CH0012255151;CHF;6670;106555415.4
771708;2017-01-16;CH0012255151;CHF;6321;98444655.4
2720964;2017-01-17;CH0012255151;CHF;6648;99379419.8
4939336;2017-01-18;CH0012255151;CHF;6554;110738003.2
328212;2017-01-19;CH0012255151;CHF;5283;76512929.1
475463;2017-01-20;CH0012255151;CHF;4746;88788765.5
3584507;2017-01-23;CH0012255151;CHF;3570;53294447.8
2745666;2017-01-24;CH0012255151;CHF;3915;58066355.0
2622288;2017-01-25;CH0012255151;CHF;7158;105095253.2
3066280;2017-01-26;CH0012255151;CHF;8477;129706824.9
2622302;2017-01-27;CH0012255151;CHF;4925;78297826.6
5087879;2017-01-30;CH0012255151;CHF;3976;64898309.2
6254166;2017-01-31;CH0012255151;CHF;5535;95810873.8
1487261;2017-02-01;CH0012255151;CHF;4607;59412350.1
1906770;2017-02-02;CH0012255151;CHF;15165;217730549.0
2104081;2017-02-03;CH0012255151;CHF;7857;116612077.8
278616;2017-02-06;CH0012255151;CHF;6014;88203954.7
2400294;2017-02-07;CH0012255151;CHF;4900;67198077.4
894684;2017-02-08;CH0012255151;CHF;4158;57594244.9
3560063;2017-02-09;CH0012255151;CHF;3953;53519233.0
3535235;2017-02-10;CH0012255151;CHF;3591;46499418.4
845487;2017-02-13;CH0012255151;CHF;6131;73238928.5
2177611;2017-02-14;CH0012255151;CHF;3397;44274363.3
4914929;2017-02-15;CH0012255151;CHF;4568;59344860.1
574061;2017-02-16;CH0012255151;CHF;4228;60218278.5
3411856;2017-02-17;CH0012255151;CHF;3230;73021635.7
1042804;2017-02-20;CH0012255151;CHF;3504;59880932.8
